FID,objectid,income,race,family_lon,family_lat
181,182,1,1,-94.043494999999993,44.187224999999998
182,183,1,1,-94.014778000000007,44.178764000000001
183,184,1,1,-94.012054000000006,44.176785000000002
184,185,1,1,-94.043800000000005,44.185715000000002
185,186,1,1,-94.010323000000000,44.177928999999999
186,187,1,1,-94.012878000000001,44.179169000000002
187,188,1,1,-94.042113999999998,44.167445999999998
188,189,1,1,-94.031609000000003,44.196601999999999
189,190,1,1,-94.047424000000007,44.188502999999997
190,191,1,1,-94.047516000000002,44.188868999999997
191,192,1,1,-94.038230999999996,44.174553000000003
192,193,1,1,-94.011702999999997,44.167805000000001
193,194,1,1,-94.050987000000006,44.172694999999997
194,195,1,1,-93.952003000000005,44.336792000000003
195,196,1,1,-93.955521000000005,44.337215000000000
196,197,1,1,-95.114410000000007,44.546340999999998
197,198,1,1,-95.247093000000007,44.526412999999998
198,199,1,1,-94.729927000000004,44.746547999999997
199,200,1,1,-94.988861000000000,44.779392000000001
200,201,1,1,-94.986534000000006,44.781638999999998
201,202,1,1,-94.628829999999994,44.737994999999998
202,203,1,1,-94.718238999999997,44.518405999999999
203,204,1,1,-94.987717000000004,44.779601999999997
204,205,1,1,-94.985282999999995,44.779384999999998
205,206,1,1,-94.720680000000002,44.530864999999999
206,207,1,1,-93.523635999999996,44.273926000000003
207,208,1,1,-93.564796000000001,44.781936999999999
208,209,1,1,-94.077247999999997,44.621181000000000
209,210,1,1,-94.362617000000000,44.538040000000002
210,211,1,1,-94.083252000000002,44.611797000000003
211,212,1,1,-94.366141999999996,44.538155000000003
212,213,1,1,-94.422729000000004,44.047198999999999
213,214,1,1,-94.837090000000003,44.050587000000000
214,215,1,1,-94.378731000000002,43.910052999999998
215,216,1,1,-96.589661000000007,45.527695000000001
216,217,1,1,-96.448006000000007,45.311473999999997
217,218,1,1,-96.425590999999997,45.296985999999997
218,219,1,1,-96.172188000000006,45.226055000000002
219,220,1,1,-96.443916000000002,45.307803999999997
220,221,1,1,-95.718224000000006,44.959206000000002
221,222,1,1,-95.721680000000006,44.927909999999997
222,223,1,1,-95.722008000000002,44.960780999999997
223,224,1,1,-95.466423000000006,45.015255000000003
224,225,1,1,-95.709121999999994,44.937930999999999
225,226,1,1,-95.712340999999995,44.937260000000002
226,227,1,1,-95.640891999999994,46.009666000000003
227,228,1,1,-95.555588000000000,46.042141000000001
228,229,1,1,-95.585830999999999,45.966686000000003
229,230,1,1,-96.204825999999997,45.842647999999997
230,231,1,1,-95.816681000000003,45.829807000000002
231,232,1,1,-95.819168000000005,46.092624999999998
232,233,1,1,-96.433211999999997,45.047375000000002
233,234,1,1,-96.064125000000004,46.188789000000000
234,235,1,1,-95.444710000000001,46.323734000000002
235,236,1,1,-96.071479999999994,46.287022000000000
236,237,1,1,-95.549141000000006,46.414546999999999
237,238,1,1,-95.706001000000001,46.223919000000002
238,239,1,1,-96.185012999999998,46.317371000000001
239,240,1,1,-95.449569999999994,46.323554999999999
240,241,1,1,-95.450096000000002,46.322673999999999
241,242,1,1,-95.693832000000000,46.138466000000001
242,243,1,1,-96.087119999999999,46.284126000000001
243,244,1,1,-96.055519000000004,46.292991999999998
244,245,1,1,-96.054648999999998,46.292797000000000
245,246,1,1,-96.055137999999999,46.293742999999999
246,247,1,1,-96.051970999999995,46.295296000000000
247,248,1,1,-96.050963999999993,46.294955999999999
248,249,1,1,-96.051261999999994,46.295093999999999
249,250,1,1,-96.044501999999994,46.292327999999998
250,251,1,1,-96.047272000000007,46.289265000000000
251,252,1,1,-96.030251000000007,46.286259000000001
252,253,1,1,-96.028312999999997,46.290179999999999
253,254,1,1,-96.087906000000004,46.285922999999997
254,255,1,1,-95.448486000000003,46.324261000000000
255,256,1,1,-95.725182000000004,45.655323000000003
256,257,1,1,-95.735427999999999,45.614879999999999
257,258,1,1,-95.737517999999994,45.615699999999997
258,259,1,1,-96.173385999999994,45.570843000000004
259,260,1,1,-95.789207000000005,45.535069000000000
260,261,1,1,-95.917823999999996,45.586776999999998
261,262,1,1,-96.024276999999998,45.203167000000001
262,263,1,1,-96.830039999999997,45.595993000000000
263,264,1,1,-96.587806999999998,46.254508999999999
264,265,1,1,-96.578415000000007,46.259448999999996
265,266,1,1,-96.514296999999999,46.265385000000002
266,267,1,1,-96.582367000000005,46.259231999999997
267,268,1,1,-93.509720000000002,45.261848000000001
268,269,1,1,-93.493911999999995,45.313285999999998
269,270,1,1,-94.190697000000000,45.606814999999997
270,271,1,1,-94.189544999999995,45.606513999999997
271,272,1,1,-94.145949999999999,45.601706999999998
272,273,1,1,-94.178916999999998,45.597754999999999
273,274,1,1,-94.180328000000003,45.598984000000002
274,275,1,1,-94.177909999999997,45.605457000000001
275,276,1,1,-94.158332999999999,45.584254999999999
276,277,1,1,-94.132355000000004,45.561267999999998
277,278,1,1,-94.132874000000001,45.562317000000000
278,279,1,1,-94.133826999999997,45.582748000000002
279,280,1,1,-94.157073999999994,45.571666999999998
280,281,1,1,-94.144112000000007,45.569415999999997
281,282,1,1,-94.171172999999996,45.592830999999997
282,283,1,1,-94.187798000000001,45.607449000000003
283,284,1,1,-94.146950000000004,45.584972000000000
284,285,1,1,-94.181351000000006,45.596069000000000
285,286,1,1,-94.178641999999996,45.595348000000001
286,287,1,1,-94.178443999999999,45.595275999999998
287,288,1,1,-94.132026999999994,45.591568000000002
288,289,1,1,-94.129088999999993,45.592136000000004
289,290,1,1,-94.166199000000006,45.607970999999999
290,291,1,1,-94.180092000000002,45.602325000000000
291,292,1,1,-94.159087999999997,45.582329000000001
292,293,1,1,-94.201240999999996,45.706904999999999
293,294,1,1,-94.166313000000002,45.602573000000000
294,295,1,1,-94.193222000000006,45.734271999999997
295,296,1,1,-94.163010000000000,45.606983000000000
296,297,1,1,-94.173225000000002,45.596172000000003
297,298,1,1,-94.173491999999996,45.596961999999998
298,299,1,1,-94.168610000000001,45.596870000000003
299,300,1,1,-94.161315999999999,45.588154000000003
300,301,1,1,-94.183402999999998,45.603431999999998
301,302,1,1,-94.183898999999997,45.602932000000003
302,303,1,1,-94.183082999999996,45.602409000000002
303,304,1,1,-94.182304000000002,45.603745000000004
304,305,1,1,-94.181327999999993,45.607608999999997
305,306,1,1,-94.184250000000006,45.602984999999997
306,307,1,1,-94.185531999999995,45.601275999999999
307,308,1,1,-94.182083000000006,45.605572000000002
308,309,1,1,-94.182472000000004,45.604503999999999
309,310,1,1,-94.184593000000007,45.602825000000003
310,311,1,1,-94.179169000000002,45.607773000000002
311,312,1,1,-94.172188000000006,45.592205000000000
312,313,1,1,-94.225914000000003,45.754165999999998
313,314,1,1,-94.164963000000000,45.589995999999999
314,315,1,1,-94.155685000000005,45.566142999999997
315,316,1,1,-94.138863000000001,45.593124000000003
316,317,1,1,-94.163123999999996,45.589336000000003
317,318,1,1,-94.178566000000004,45.601536000000003
318,319,1,1,-94.171088999999995,45.598056999999997
319,320,1,1,-94.145645000000002,45.562702000000002
320,321,1,1,-93.922027999999997,44.948360000000001
321,322,1,1,-93.829811000000007,44.956668999999998
322,323,1,1,-93.851982000000007,44.960793000000002
323,324,1,1,-93.966682000000006,44.887222000000001
324,325,1,1,-93.901336999999998,44.924346999999997
325,326,1,1,-94.476234000000005,46.325806000000000
326,327,1,1,-94.642975000000007,46.343601000000000
327,328,1,1,-94.652739999999994,46.351830000000000
328,329,1,1,-94.670997999999997,46.372275999999999
329,330,1,1,-94.475845000000007,46.323203999999997
330,331,1,1,-94.474425999999994,46.322310999999999
331,332,1,1,-94.545685000000006,46.351784000000002
332,333,1,1,-94.627533000000000,46.345531000000001
333,334,1,1,-95.314353999999994,44.905399000000003
334,335,1,1,-95.394806000000003,45.140656000000000
335,336,1,1,-95.304603999999998,45.129641999999997
336,337,1,1,-94.199646000000001,46.356189999999998
337,338,1,1,-94.194809000000006,46.343429999999998
338,339,1,1,-94.210151999999994,46.329746000000000
339,340,1,1,-94.166756000000007,46.347836000000001
340,341,1,1,-94.245795999999999,46.328052999999997
341,342,1,1,-94.215294000000000,46.353141999999998
342,343,1,1,-94.187468999999993,46.353839999999998
343,344,1,1,-94.173561000000007,46.351700000000001
344,345,1,1,-94.174446000000003,46.351742000000002
345,346,1,1,-94.196205000000006,46.354191000000000
346,347,1,1,-94.196274000000003,46.353855000000003
347,348,1,1,-94.196190000000001,46.354644999999998
348,349,1,1,-94.190628000000004,46.353274999999996
349,350,1,1,-94.212356999999997,46.347774999999999
350,351,1,1,-94.195801000000003,46.347225000000002
351,352,1,1,-94.106696999999997,46.371380000000002
352,353,1,1,-94.211853000000005,46.350040000000000
353,354,1,1,-93.904549000000003,46.209147999999999
354,355,1,1,-94.181610000000006,46.353122999999997
355,356,1,1,-94.269547000000003,46.364254000000003
356,357,1,1,-94.164124000000001,46.347721000000000
357,358,1,1,-94.167274000000006,46.350074999999997
358,359,1,1,-94.165358999999995,46.349246999999998
359,360,1,1,-94.196433999999996,46.346840000000000
360,361,1,1,-94.198761000000005,46.344410000000003
361,362,1,1,-94.199883000000000,46.346668000000001
362,363,1,1,-94.261047000000005,46.320652000000003
363,364,1,1,-94.162163000000007,46.256439000000000
364,365,1,1,-94.198195999999996,46.355480000000000
365,366,1,1,-94.205817999999994,46.326996000000001
366,367,1,1,-94.288466999999997,46.285473000000003
367,368,1,1,-94.174621999999999,46.348095000000001
368,369,1,1,-94.179710000000000,46.339328999999999
369,370,1,1,-94.039803000000006,46.359631000000000
370,371,1,1,-94.170174000000003,46.373058000000000
371,372,1,1,-94.140701000000007,46.373581000000001
372,373,1,1,-94.212456000000003,46.352406000000002
373,374,1,1,-94.195701999999997,46.355060999999999
374,375,1,1,-94.041679000000002,46.255943000000002
375,376,1,1,-94.197265999999999,46.352809999999998
376,377,1,1,-94.183577999999997,46.352260999999999
377,378,1,1,-93.908707000000007,46.174995000000003
378,379,1,1,-94.108565999999996,46.355049000000001
379,380,1,1,-95.344527999999997,45.887115000000001
380,381,1,1,-95.164467000000002,45.864055999999998
381,382,1,1,-95.191581999999997,45.857697000000002
382,383,1,1,-95.288605000000004,46.043796999999998
383,384,1,1,-95.363510000000005,45.893875000000001
384,385,1,1,-95.370529000000005,45.889290000000003
385,386,1,1,-95.350784000000004,45.887324999999997
386,387,1,1,-95.167930999999996,45.896453999999999
387,388,1,1,-95.359954999999999,45.886398000000000
388,389,1,1,-95.256080999999995,45.888119000000003
389,390,1,1,-93.690749999999994,45.109271999999997
390,391,1,1,-93.516739000000001,44.910136999999999
391,392,1,1,-93.519569000000004,44.909996000000000
392,393,1,1,-93.620193000000000,44.940910000000002
393,394,1,1,-93.629501000000005,44.936615000000003
394,395,1,1,-93.516532999999995,44.890861999999998
395,396,1,1,-93.495300000000000,45.026287000000004
396,397,1,1,-93.655181999999996,44.935417000000001
397,398,1,1,-93.494552999999996,44.900222999999997
398,399,1,1,-93.636985999999993,44.935799000000003
399,400,1,1,-93.636177000000004,44.935101000000003
400,401,1,1,-93.507614000000004,45.077643999999999
401,402,1,1,-93.515822999999997,45.072220000000002
402,403,1,1,-93.510727000000003,45.073127999999997
403,404,1,1,-93.519699000000003,45.079506000000002
404,405,1,1,-93.503387000000004,45.077052999999999
405,406,1,1,-93.501914999999997,45.077637000000003
406,407,1,1,-93.506653000000000,45.070438000000003
407,408,1,1,-93.512557999999999,45.071933999999999
408,409,1,1,-93.507750999999999,45.071072000000001
409,410,1,1,-93.495979000000005,45.076110999999997
410,411,1,1,-93.495918000000003,44.917805000000001
411,412,1,1,-93.503936999999993,45.078322999999997
412,413,1,1,-93.673332000000002,45.009186000000000
413,414,1,1,-93.662209000000004,44.930987999999999
414,415,1,1,-93.657439999999994,44.935108000000000
415,416,1,1,-93.655715999999998,44.935333000000000
416,417,1,1,-93.511275999999995,45.075870999999999
417,418,1,1,-93.513687000000004,45.071002999999997
418,419,1,1,-95.037880000000001,45.121299999999998
419,420,1,1,-95.048682999999997,45.112816000000002
420,421,1,1,-95.048751999999993,45.105572000000002
421,422,1,1,-95.049003999999996,45.106884000000001
422,423,1,1,-95.048012000000000,45.104346999999997
423,424,1,1,-95.080428999999995,45.136794999999999
424,425,1,1,-95.046272000000002,45.105151999999997
425,426,1,1,-95.040030999999999,45.120499000000002
426,427,1,1,-95.036468999999997,45.118899999999996
427,428,1,1,-95.047638000000006,45.110733000000003
428,429,1,1,-95.057357999999994,45.127685999999997
429,430,1,1,-95.092917999999997,45.128590000000003
430,431,1,1,-94.937515000000005,45.345947000000002
431,432,1,1,-94.980666999999997,44.894924000000003
432,433,1,1,-95.074669000000000,45.099891999999997
433,434,1,1,-95.031379999999999,45.121333999999997
434,435,1,1,-95.036300999999995,45.116287000000000
435,436,1,1,-95.092026000000004,45.137146000000001
436,437,1,1,-95.048141000000001,45.102302999999999
437,438,1,1,-94.770218000000000,45.137084999999999
438,439,1,1,-95.038300000000007,45.122978000000003
439,440,1,1,-95.029555999999999,45.122008999999998
440,441,1,1,-95.048964999999995,45.109260999999996
441,442,1,1,-95.048569000000001,45.107394999999997
442,443,1,1,-95.049400000000006,45.102618999999997
443,444,1,1,-95.043518000000006,45.099682000000001
444,445,1,1,-94.367469999999997,44.886707000000001
445,446,1,1,-94.367690999999994,44.886916999999997
446,447,1,1,-94.380913000000007,44.885674000000002
447,448,1,1,-94.364304000000004,44.898730999999998
448,449,1,1,-94.359825000000001,44.902240999999997
449,450,1,1,-94.336501999999996,44.933731000000002
450,451,1,1,-94.367241000000007,44.897632999999999
451,452,1,1,-94.361228999999994,44.900108000000003
452,453,1,1,-94.366553999999994,44.889735999999999
453,454,1,1,-94.366585000000001,44.889740000000003
454,455,1,1,-94.043846000000002,44.881495999999999
455,456,1,1,-94.362151999999995,44.898952000000001
456,457,1,1,-94.360077000000004,44.900382999999998
457,458,1,1,-94.361609999999999,44.899341999999997
458,459,1,1,-94.376700999999997,44.885871999999999
459,460,1,1,-94.367232999999999,44.882587000000001
460,461,1,1,-94.322745999999995,44.911414999999998
461,462,1,1,-94.376518000000004,44.880363000000003
462,463,1,1,-94.367949999999993,44.901409000000001
463,464,1,1,-94.412025000000000,45.316029000000000
464,465,1,1,-94.422614999999993,45.313369999999999
465,466,1,1,-94.429503999999994,45.137383000000000
466,467,1,1,-94.301345999999995,45.074145999999999
467,468,1,1,-94.310822000000002,45.078158999999999
468,469,1,1,-93.655617000000007,45.757331999999998
469,470,1,1,-93.661788999999999,45.793095000000001
470,471,1,1,-93.663917999999995,45.788272999999997
471,472,1,1,-93.533707000000007,45.566218999999997
472,473,1,1,-93.705505000000002,45.880443999999997
473,474,1,1,-93.587851999999998,45.564869000000002
474,475,1,1,-93.610382000000001,46.049191000000000
475,476,1,1,-93.602553999999998,45.856937000000002
476,477,1,1,-93.702849999999998,45.725510000000000
477,478,1,1,-93.583457999999993,45.562793999999997
478,479,1,1,-93.534683000000001,45.799469000000002
479,480,1,1,-93.654456999999994,45.758536999999997
480,481,1,1,-93.778830999999997,46.203513999999998
481,482,1,1,-93.656661999999997,45.759197000000000
482,483,1,1,-93.657927999999998,45.743628999999999
483,484,1,1,-93.592224000000002,45.570067999999999
484,485,1,1,-93.676544000000007,46.067753000000003
485,486,1,1,-93.772598000000002,46.203018000000000
486,487,1,1,-93.470207000000002,46.133965000000003
487,488,1,1,-93.652068999999997,45.753849000000002
488,489,1,1,-93.668587000000002,45.793247000000001
489,490,1,1,-93.684166000000005,45.750542000000003
490,491,1,1,-94.350380000000001,45.979221000000003
491,492,1,1,-94.103088000000000,45.971046000000001
492,493,1,1,-94.348640000000003,45.980193999999997
493,494,1,1,-94.348526000000007,45.980708999999997
494,495,1,1,-94.647530000000003,46.336680999999999
495,496,1,1,-94.487731999999994,46.091121999999999
496,497,1,1,-94.351639000000006,45.972870000000000
497,498,1,1,-94.121268999999998,46.018639000000000
498,499,1,1,-94.417548999999994,45.825211000000003
499,500,1,1,-94.466599000000002,45.857242999999997
500,501,1,1,-94.645713999999998,46.340870000000002
501,502,1,1,-94.640609999999995,46.333480999999999
502,503,1,1,-94.643448000000006,46.330700000000000
503,504,1,1,-94.638199000000000,46.329616999999999
504,505,1,1,-94.635238999999999,46.335030000000003
505,506,1,1,-94.632996000000006,46.326000000000001
506,507,1,1,-94.646011000000001,46.337429000000000
507,508,1,1,-94.359741000000000,45.970478000000000
508,509,1,1,-94.531684999999996,45.954895000000000
509,510,1,1,-94.520583999999999,45.952033999999998
510,511,1,1,-94.291839999999993,45.840026999999999
511,512,1,1,-95.271934999999999,46.243786000000000
512,513,1,1,-95.178970000000007,46.229336000000004
513,514,1,1,-95.343170000000001,46.123610999999997
514,515,1,1,-95.263367000000002,46.253051999999997
515,516,1,1,-95.335289000000003,46.151313999999999
516,517,1,1,-95.385093999999995,45.648021999999997
517,518,1,1,-95.383117999999996,45.644553999999999
518,519,1,1,-95.254013000000000,45.720435999999999
519,520,1,1,-94.132416000000006,45.530025000000002
520,521,1,1,-94.134186000000000,45.529254999999999
521,522,1,1,-93.590232999999998,45.337116000000002
522,523,1,1,-93.626311999999999,45.298191000000003
523,524,1,1,-93.745757999999995,45.355575999999999
524,525,1,1,-93.879990000000006,45.401927999999998
525,526,1,1,-94.135406000000003,45.540154000000001
526,527,1,1,-94.136902000000006,45.539177000000002
527,528,1,1,-93.759270000000001,45.336246000000003
528,529,1,1,-93.758590999999996,45.334510999999999
529,530,1,1,-93.556693999999993,45.322299999999998
530,531,1,1,-93.555335999999997,45.322868000000000
531,532,1,1,-93.767028999999994,45.356448999999998
532,533,1,1,-93.600311000000005,45.297829000000000
533,534,1,1,-93.537520999999998,45.283194999999999
534,535,1,1,-93.861075999999997,45.397568000000000
535,536,1,1,-93.548523000000003,45.322929000000002
536,537,1,1,-93.571113999999994,45.306426999999999
537,538,1,1,-93.575667999999993,45.310856000000001
538,539,1,1,-93.576103000000003,45.310443999999997
539,540,1,1,-93.575760000000002,45.311053999999999
540,541,1,1,-93.571128999999999,45.306091000000002
541,542,1,1,-93.562584000000001,45.307316000000000
542,543,1,1,-93.571083000000002,45.314297000000003
543,544,1,1,-93.579796000000002,45.305785999999998
544,545,1,1,-93.578568000000004,45.317520000000002
545,546,1,1,-93.578361999999998,45.318069000000001
546,547,1,1,-93.739440999999999,45.335129000000002
547,548,1,1,-94.121475000000004,45.530951999999999
548,549,1,1,-94.124153000000007,45.530430000000003
549,550,1,1,-94.120293000000004,45.530785000000002
550,551,1,1,-94.127167000000000,45.530330999999997
551,552,1,1,-94.126876999999993,45.530276999999998
552,553,1,1,-94.122871000000004,45.530051999999998
553,554,1,1,-94.141823000000002,45.553238000000000
554,555,1,1,-93.558220000000006,45.319668000000000
555,556,1,1,-93.560196000000005,45.320404000000003
556,557,1,1,-93.675751000000005,45.555008000000001
557,558,1,1,-93.537604999999999,45.301791999999999
