objectid,income,race,family_long,family_lat
369,1,1,-94.17971,46.339329
370,1,1,-94.039803,46.359631
371,1,1,-94.170174,46.373058
372,1,1,-94.140701,46.373581
373,1,1,-94.212456,46.352406
374,1,1,-94.195702,46.355061
375,1,1,-94.041679,46.255943
376,1,1,-94.197266,46.35281
377,1,1,-94.183578,46.352261
378,1,1,-93.908707,46.174995
379,1,1,-94.108566,46.355049
380,1,1,-95.344528,45.887115
381,1,1,-95.164467,45.864056
382,1,1,-95.191582,45.857697
383,1,1,-95.288605,46.043797
384,1,1,-95.36351,45.893875
385,1,1,-95.370529,45.88929
386,1,1,-95.350784,45.887325
387,1,1,-95.167931,45.896454
388,1,1,-95.359955,45.886398
389,1,1,-95.256081,45.888119
390,1,1,-93.69075,45.109272
391,1,1,-93.516739,44.910137
392,1,1,-93.519569,44.909996
393,1,1,-93.620193,44.94091
394,1,1,-93.629501,44.936615
395,1,1,-93.516533,44.890862
396,1,1,-93.4953,45.026287
397,1,1,-93.655182,44.935417
398,1,1,-93.494553,44.900223
399,1,1,-93.636986,44.935799
400,1,1,-93.636177,44.935101
401,1,1,-93.507614,45.077644
402,1,1,-93.515823,45.07222
403,1,1,-93.510727,45.073128
404,1,1,-93.519699,45.079506
405,1,1,-93.503387,45.077053
406,1,1,-93.501915,45.077637
407,1,1,-93.506653,45.070438
408,1,1,-93.512558,45.071934
409,1,1,-93.507751,45.071072
410,1,1,-93.495979,45.076111
411,1,1,-93.495918,44.917805
412,1,1,-93.503937,45.078323
413,1,1,-93.673332,45.009186
414,1,1,-93.662209,44.930988
415,1,1,-93.65744,44.935108
416,1,1,-93.655716,44.935333
417,1,1,-93.511276,45.075871
418,1,1,-93.513687,45.071003
419,1,1,-95.03788,45.1213
420,1,1,-95.048683,45.112816
421,1,1,-95.048752,45.105572
422,1,1,-95.049004,45.106884
423,1,1,-95.048012,45.104347
424,1,1,-95.080429,45.136795
425,1,1,-95.046272,45.105152
426,1,1,-95.040031,45.120499
427,1,1,-95.036469,45.1189
428,1,1,-95.047638,45.110733
429,1,1,-95.057358,45.127686
430,1,1,-95.092918,45.12859
431,1,1,-94.937515,45.345947
432,1,1,-94.980667,44.894924
433,1,1,-95.074669,45.099892
434,1,1,-95.03138,45.121334
435,1,1,-95.036301,45.116287
436,1,1,-95.092026,45.137146
437,1,1,-95.048141,45.102303
438,1,1,-94.770218,45.137085
439,1,1,-95.0383,45.122978
440,1,1,-95.029556,45.122009
441,1,1,-95.048965,45.109261
442,1,1,-95.048569,45.107395
443,1,1,-95.0494,45.102619
444,1,1,-95.043518,45.099682
445,1,1,-94.36747,44.886707
446,1,1,-94.367691,44.886917
447,1,1,-94.380913,44.885674
448,1,1,-94.364304,44.898731
449,1,1,-94.359825,44.902241
450,1,1,-94.336502,44.933731
451,1,1,-94.367241,44.897633
452,1,1,-94.361229,44.900108
453,1,1,-94.366554,44.889736
454,1,1,-94.366585,44.88974
455,1,1,-94.043846,44.881496
456,1,1,-94.362152,44.898952
457,1,1,-94.360077,44.900383
458,1,1,-94.36161,44.899342
459,1,1,-94.376701,44.885872
460,1,1,-94.367233,44.882587
461,1,1,-94.322746,44.911415
462,1,1,-94.376518,44.880363
463,1,1,-94.36795,44.901409
464,1,1,-94.412025,45.316029
465,1,1,-94.422615,45.31337
466,1,1,-94.429504,45.137383
467,1,1,-94.301346,45.074146
468,1,1,-94.310822,45.078159
469,1,1,-93.655617,45.757332
470,1,1,-93.661789,45.793095
471,1,1,-93.663918,45.788273
472,1,1,-93.533707,45.566219
473,1,1,-93.705505,45.880444
474,1,1,-93.587852,45.564869
475,1,1,-93.610382,46.049191
476,1,1,-93.602554,45.856937
477,1,1,-93.70285,45.72551
478,1,1,-93.583458,45.562794
479,1,1,-93.534683,45.799469
480,1,1,-93.654457,45.758537
481,1,1,-93.778831,46.203514
482,1,1,-93.656662,45.759197
483,1,1,-93.657928,45.743629
484,1,1,-93.592224,45.570068
485,1,1,-93.676544,46.067753
486,1,1,-93.772598,46.203018
487,1,1,-93.470207,46.133965
488,1,1,-93.652069,45.753849
489,1,1,-93.668587,45.793247
490,1,1,-93.684166,45.750542
491,1,1,-94.35038,45.979221
492,1,1,-94.103088,45.971046
493,1,1,-94.34864,45.980194
494,1,1,-94.348526,45.980709
495,1,1,-94.64753,46.336681
496,1,1,-94.487732,46.091122
497,1,1,-94.351639,45.97287
498,1,1,-94.121269,46.018639
499,1,1,-94.417549,45.825211
500,1,1,-94.466599,45.857243
501,1,1,-94.645714,46.34087
502,1,1,-94.64061,46.333481
503,1,1,-94.643448,46.3307
504,1,1,-94.638199,46.329617
505,1,1,-94.635239,46.33503
506,1,1,-94.632996,46.326
507,1,1,-94.646011,46.337429
508,1,1,-94.359741,45.970478
509,1,1,-94.531685,45.954895
510,1,1,-94.520584,45.952034
511,1,1,-94.29184,45.840027
512,1,1,-95.271935,46.243786
513,1,1,-95.17897,46.229336
514,1,1,-95.34317,46.123611
515,1,1,-95.263367,46.253052
516,1,1,-95.335289,46.151314
517,1,1,-95.385094,45.648022
518,1,1,-95.383118,45.644554
519,1,1,-95.254013,45.720436
520,1,1,-94.132416,45.530025
521,1,1,-94.134186,45.529255
522,1,1,-93.590233,45.337116
523,1,1,-93.626312,45.298191
524,1,1,-93.745758,45.355576
525,1,1,-93.87999,45.401928
526,1,1,-94.135406,45.540154
527,1,1,-94.136902,45.539177
528,1,1,-93.75927,45.336246
529,1,1,-93.758591,45.334511
530,1,1,-93.556694,45.3223
531,1,1,-93.555336,45.322868
532,1,1,-93.767029,45.356449
533,1,1,-93.600311,45.297829
534,1,1,-93.537521,45.283195
535,1,1,-93.861076,45.397568
536,1,1,-93.548523,45.322929
537,1,1,-93.571114,45.306427
538,1,1,-93.575668,45.310856
539,1,1,-93.576103,45.310444
540,1,1,-93.57576,45.311054
541,1,1,-93.571129,45.306091
542,1,1,-93.562584,45.307316
543,1,1,-93.571083,45.314297
544,1,1,-93.579796,45.305786
545,1,1,-93.578568,45.31752
546,1,1,-93.578362,45.318069
547,1,1,-93.739441,45.335129
548,1,1,-94.121475,45.530952
549,1,1,-94.124153,45.53043
550,1,1,-94.120293,45.530785
551,1,1,-94.127167,45.530331
552,1,1,-94.126877,45.530277
553,1,1,-94.122871,45.530052
554,1,1,-94.141823,45.553238
555,1,1,-93.55822,45.319668
556,1,1,-93.560196,45.320404
557,1,1,-93.675751,45.555008
558,1,1,-93.537605,45.301792
559,1,1,-93.567719,45.31654
560,1,1,-93.568932,45.316635
561,1,1,-93.568504,45.316277
562,1,1,-93.568802,45.316086
563,1,1,-93.567986,45.31575
564,1,1,-93.567268,45.315319
565,1,1,-93.567245,45.31641
566,1,1,-93.568527,45.31636
567,1,1,-93.566574,45.315697
568,1,1,-93.551285,45.309116
569,1,1,-94.140907,45.551292
570,1,1,-93.605103,45.440784
571,1,1,-94.00914,45.451458
572,1,1,-93.548515,45.326962
573,1,1,-93.739906,45.335796
574,1,1,-93.741531,45.334591
575,1,1,-93.579704,45.319031
576,1,1,-93.584328,45.320675
577,1,1,-94.123863,45.532887
578,1,1,-94.125122,45.532967
579,1,1,-94.126282,45.532051
580,1,1,-94.135696,45.557419
581,1,1,-93.798981,45.375591
582,1,1,-93.533882,45.480648
583,1,1,-93.561554,45.308254
584,1,1,-93.565224,45.30653
585,1,1,-93.57489,45.305305
586,1,1,-93.573021,45.305309
587,1,1,-94.13932,45.552727
588,1,1,-93.548653,45.495213
589,1,1,-94.132278,45.530205
590,1,1,-93.780975,45.371994
591,1,1,-93.604332,45.301113
592,1,1,-93.599693,45.451077
593,1,1,-94.228752,45.567635
594,1,1,-94.19751,45.578575
595,1,1,-94.198776,45.576828
596,1,1,-94.203728,45.570869
597,1,1,-94.603203,45.497028
598,1,1,-94.229988,45.562084
599,1,1,-94.226006,45.535908
600,1,1,-94.235237,45.557598
601,1,1,-94.235115,45.553707
602,1,1,-94.172966,45.578571
603,1,1,-94.180634,45.565811
604,1,1,-94.57679,45.631153
605,1,1,-94.202751,45.537392
606,1,1,-94.299782,45.558498
607,1,1,-94.186699,45.557907
608,1,1,-94.093491,45.430943
609,1,1,-94.261795,45.52573
610,1,1,-94.317223,45.547592
611,1,1,-94.72245,45.372803
612,1,1,-94.156853,45.446609
613,1,1,-94.442284,45.452236
614,1,1,-94.178238,45.576172
615,1,1,-94.293968,45.561478
616,1,1,-94.245285,45.569275
617,1,1,-94.264938,45.486046
618,1,1,-94.452293,45.617123
619,1,1,-94.225838,45.50993
620,1,1,-94.19416,45.569477
621,1,1,-94.197662,45.566113
622,1,1,-94.579597,45.630436
623,1,1,-94.15464,45.545483
624,1,1,-94.542282,45.335835
625,1,1,-94.687836,45.355854
626,1,1,-94.199989,45.561615
627,1,1,-95.000244,45.450069
628,1,1,-94.480339,45.670422
629,1,1,-94.199081,45.539528
630,1,1,-94.201012,45.539143
631,1,1,-94.201347,45.539639
632,1,1,-94.19944,45.541084
633,1,1,-94.304192,45.560261
634,1,1,-94.302498,45.564301
635,1,1,-94.423569,45.443436
636,1,1,-94.158485,45.529587
637,1,1,-94.26107,45.524612
638,1,1,-94.261932,45.524696
639,1,1,-94.225136,45.542015
640,1,1,-94.188736,45.565716
641,1,1,-94.681374,45.466091
642,1,1,-94.696632,45.501293
643,1,1,-94.210762,45.646267
644,1,1,-94.250092,45.471916
645,1,1,-94.197304,45.570709
646,1,1,-94.1745,45.576546
647,1,1,-94.17392,45.57555
648,1,1,-94.474121,45.725758
649,1,1,-95.125534,45.502468
650,1,1,-94.14238,45.487507
651,1,1,-94.146156,45.497242
652,1,1,-94.136841,45.485657
653,1,1,-94.146591,45.498245
654,1,1,-94.188797,45.568455
655,1,1,-94.307556,45.565086
656,1,1,-94.443428,45.452122
657,1,1,-94.255508,45.508148
658,1,1,-94.416351,45.446136
659,1,1,-94.577393,45.629227
660,1,1,-94.467979,45.603203
661,1,1,-95.319344,45.192841
662,1,1,-95.406067,45.177406
663,1,1,-95.394897,45.225945
664,1,1,-95.314377,45.19384
665,1,1,-94.752007,46.343212
666,1,1,-94.858597,45.928844
667,1,1,-94.672714,46.00304
668,1,1,-94.840233,45.854195
669,1,1,-95.067787,46.08012
670,1,1,-95.057838,46.270699
671,1,1,-95.055962,46.271751
672,1,1,-94.948013,46.126602
673,1,1,-94.955536,45.947433
674,1,1,-94.960266,46.05349
675,1,1,-94.953949,46.092175
676,1,1,-94.805489,46.352798
677,1,1,-94.895676,46.236126
678,1,1,-95.094597,46.313431
679,1,1,-95.033203,46.164017
680,1,1,-94.661263,46.34053
681,1,1,-94.943047,46.054115
682,1,1,-94.803513,46.350315
683,1,1,-94.649406,46.09082
684,1,1,-95.06469,46.268749
685,1,1,-94.804932,45.924057
686,1,1,-94.788742,46.356369
687,1,1,-95.078987,45.82444
688,1,1,-95.107086,46.1693
689,1,1,-95.134903,46.413166
690,1,1,-95.127792,46.410278
691,1,1,-93.804367,45.309799
692,1,1,-93.795456,45.044014
693,1,1,-93.793457,45.042797
694,1,1,-93.796211,45.044857
695,1,1,-93.79425,45.043552
696,1,1,-93.793304,45.042938
697,1,1,-93.871971,45.184231
698,1,1,-93.802078,45.036831
699,1,1,-93.801765,45.037182
700,1,1,-93.802078,45.036724
701,1,1,-93.800133,45.036499
702,1,1,-93.800453,45.036823
703,1,1,-94.060654,45.179382
704,1,1,-93.92292,45.081276
705,1,1,-93.918617,45.074993
706,1,1,-93.809998,45.06493
707,1,1,-93.738289,45.085785
708,1,1,-94.066742,45.053947
709,1,1,-94.077316,45.056629
710,1,1,-94.189911,45.074745
711,1,1,-94.069519,45.05447
712,1,1,-93.562889,45.254139
713,1,1,-93.5625,45.25312
714,1,1,-93.873062,45.174603
715,1,1,-93.860718,45.18681
716,1,1,-93.818039,45.30941
717,1,1,-93.855125,45.175842
718,1,1,-93.798294,45.044304
719,1,1,-93.746544,45.285721
720,1,1,-93.809105,45.303368
721,1,1,-93.767082,45.029228
722,1,1,-93.818878,45.066528
723,1,1,-93.821327,45.065655
724,1,1,-94.183388,45.077961
725,1,1,-93.729919,45.099667
726,1,1,-94.146698,45.248508
727,1,1,-93.798927,45.306103
728,1,1,-94.237831,45.295681
729,1,1,-93.871696,45.171165
730,1,1,-93.872765,45.185516
731,1,1,-93.8349,45.196686
732,1,1,-93.841888,45.192142
733,1,1,-93.784828,45.302185
734,1,1,-93.785248,45.301479
735,1,1,-94.069618,45.052273
736,1,1,-93.971214,45.066322
737,1,1,-93.873001,45.141983
738,1,1,-93.544914,45.256535
739,1,1,-94.149628,45.251427
740,1,1,-94.146812,45.253258
741,1,1,-94.14724,45.251965
742,1,1,-93.850189,45.175167
743,1,1,-94.066284,45.055626
744,1,1,-93.578308,45.261436
745,1,1,-93.839027,45.200951
746,1,1,-93.479797,45.060005
747,1,1,-93.475258,45.060921
748,1,1,-93.491875,44.927135
749,1,1,-92.844131,44.714886
750,1,1,-93.290451,44.654102
751,1,1,-92.855095,44.732727
752,1,1,-93.284393,44.650761
753,1,1,-93.214455,44.792046
754,1,1,-92.975189,44.701664
755,1,1,-93.264305,44.770672
756,1,1,-93.295609,44.686073
757,1,1,-93.17794,44.765705
758,1,1,-93.295479,44.683563
759,1,1,-93.235535,44.727375
760,1,1,-93.18042,44.759804
761,1,1,-93.204086,44.722439
762,1,1,-92.836739,44.712833
763,1,1,-93.174347,44.829308
764,1,1,-93.240517,44.734543
765,1,1,-93.233856,44.728497
766,1,1,-93.063332,44.835487
767,1,1,-93.204414,44.721245
768,1,1,-93.229393,44.80608
769,1,1,-93.228355,44.809513
770,1,1,-93.265785,44.773067
771,1,1,-93.270164,44.776897
772,1,1,-93.269829,44.778606
773,1,1,-93.22641,44.798882
774,1,1,-93.225815,44.799873
775,1,1,-93.224701,44.799862
776,1,1,-93.168892,44.763866
777,1,1,-93.210587,44.766582
778,1,1,-93.002159,44.702446
779,1,1,-93.234909,44.731575
780,1,1,-93.23719,44.731373
781,1,1,-93.227692,44.736252
782,1,1,-93.173676,44.852955
783,1,1,-93.229172,44.732243
784,1,1,-93.190804,44.807697
785,1,1,-93.190979,44.807903
786,1,1,-93.220589,44.794777
787,1,1,-93.220642,44.795162
788,1,1,-93.219734,44.794827
789,1,1,-92.849388,44.710964
790,1,1,-93.2808,44.677158
791,1,1,-93.234039,44.651676
792,1,1,-92.94268,44.727402
793,1,1,-93.24144,44.737156
794,1,1,-93.240967,44.735104
795,1,1,-93.248611,44.769081
796,1,1,-93.226349,44.794353
797,1,1,-93.290245,44.655479
798,1,1,-92.92157,44.528976
799,1,1,-93.209587,44.721111
800,1,1,-93.207153,44.722046
801,1,1,-93.06031,44.837433
802,1,1,-93.054359,44.84153
803,1,1,-93.22467,44.795242
804,1,1,-93.191208,44.806923
805,1,1,-93.020996,44.838921
806,1,1,-93.274658,44.774849
807,1,1,-93.273186,44.774658
808,1,1,-93.186485,44.833992
809,1,1,-93.210785,44.826557
810,1,1,-92.858391,44.025742
811,1,1,-92.855011,44.023438
812,1,1,-92.857796,44.03511
813,1,1,-92.849884,44.028812
814,1,1,-91.74765,43.816292
815,1,1,-91.931969,43.526417
816,1,1,-92.388138,43.684914
817,1,1,-92.126099,43.581219
818,1,1,-92.082848,43.671673
819,1,1,-92.078964,43.674629
820,1,1,-92.096779,43.682819
821,1,1,-91.744553,43.807777
